NUMBER	ENGLISH	CHINESE	GLOSSES_IN_SOURCE	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
61	fat (adj.)	 肥		1279	FAT (OBESE)
62	feces	 屎		675	FAECES (EXCREMENT)
63	feet	 腳		1301	FOOT
64	female	 雌性		2260	FEMALE (OF PERSON)
65	female genital	 女陰			
66	few	 少		1242	FEW
67	field	 田地		212	FIELD
68	finger	 指頭		1303	FINGER
69	fire	 火		221	FIRE
70	firewood	 柴		10	FIREWOOD
71	fish	 魚		227	FISH
72	five	 五		493	FIVE
73	flat	 平		1633	FLAT
74	flea	 蝨子		232	FLEA
75	flower/blossom	 花		239	FLOWER
76	four	 四		1500	FOUR
77	front	 前面		2194	FRONT (PART)
78	fruit	 果子		1507	FRUIT
79	god, ghost	 神、鬼		53	SPIRIT
80	good	 好		1035	GOOD
81	gourd	 葫蘆		411	GOURD
82	granary	 倉庫		3025	BARN OR SHED
83	grandson	 孫子		1618	GRANDSON
84	green	 青		1425	GREEN
85	guest	 客人		1782	GUEST
86	hairs	 頭髮		2648	HAIR (HEAD)
87	hand	 手		1277	HAND
88	hard	 堅硬		1884	HARD
89	have	 有		773	HAVE
90	head	 頭		1256	HEAD
91	heart	 心		1223	HEART
92	heavy	 重		1210	HEAVY
93	help	 幫		1897	HELP
94	Hmongic	 苗族			
95	horn (of an animial)	 角		1393	HORN (ANATOMY)
96	house	 房子		1252	HOUSE
97	hungry	 餓		1533	BE HUNGRY
98	I	 我		1209	I
99	in-law	 親家			
100	intestine	 腸子		1991	INTESTINES
101	iron	 鐵		621	IRON
102	jin	 斤			
103	kudzu	 葛			
104	leaf	 葉子		628	LEAF
105	left over	 剩的		987	REMAIN
106	light-weighted	 輕			
107	long	 長		1203	LONG
108	look	 看		1819	LOOK
109	male	 公		1553	MALE
110	male genital	 男生殖器			
111	many	 多		1198	MANY
112	meat	 肉		634	MEAT
113	medicine	 藥		1372	MEDICINE
114	middle	 中間		1093	MIDDLE
115	millet	 小米		931	MILLET
116	money	 錢		1559	MONEY
117	monkey	 猴		1350	MONKEY
118	mosquito	 蚊子		1509	MOSQUITO
119	mouse	 鼠		2139	MUROID (MOUSE OR RAT)
120	mouth	 嘴		674	MOUTH
121	negative imperative	 禁止		1269	NO
122	nest	 窩		539	NEST
123	net	 網		2963	NET
124	new	 新		1231	NEW
125	night	 夜晚		1233	NIGHT
126	night	 夜		1233	NIGHT
127	nose	 鼻子		1221	NOSE
128	not	 不		1240	NOT
129	now	 現在		1376	NOW
130	old lady	 老太太		907	OLD WOMAN
131	one	 一		1493	ONE
132	orange	 柑子		2627	ORANGE (FRUIT)
133	oxbow	 牛軛			
134	paint	 漆		647	PAINT (PIGMENTS)
135	person	 人		683	PERSON
136	pheasant	 野雞		3060	PHEASANT
137	pig	 豬		1337	PIG
138	pro-3rd-sg			262	HE OR SHE OR IT
139	radish	 蘿蔔		2365	RADISH
140	rain	 雨		658	RAIN (PRECIPITATION)
141	raw	 生		1959	RAW
142	rice	 穀子		926	RICE
143	rice (uncooked)	 秧		3289	UNCOOKED RICE
144	rice steamer	 甑子		3431	RICE STEAMER
145	rice, meal	 飯		1191	COOKED RICE
146	right side	 右		1019	RIGHT
147	riped	 熟			
148	road	 路		667	ROAD
149	rotten	 腐爛		1728	ROTTEN
150	round	 圓		1395	ROUND
151	saliva	 涎水		1503	SALIVA
152	salt	 鹽		1274	SALT
153	scale	 秤		266	SCALE
154	seed	 種子		714	SEED
155	sell	 賣		1571	SELL
156	sharp	 鋒利		1396	SHARP
157	sheep, goat	 羊		2684	CAPRINE (GOAT OR SHEEP)
158	sheng	 升			
159	shoe	 鞋		1381	SHOE
160	short	 短		1645	SHORT
161	shy	 害羞		487	SHY
162	sickness	 病		1986	DISEASE
163	silkworm	 蠶		2351	SILKWORM
164	silver	 銀子		759	SILVER
165	similar	 像		1558	SIMILAR
166	six	 六		1703	SIX
167	skin	 皮		763	SKIN
168	sky	 天		1732	SKY
169	sleep	 睡		2972	SLEEP (STATE)
170	slow	 慢		701	SLOW
171	small	 小		1246	SMALL
172	smoke	 煙		778	SMOKE (EXHAUST)
173	snow	 雪		784	SNOW
174	soft	 柔軟		1856	SOFT
175	some	 些		1241	SOME
176	son	 兒子		1620	SON
177	son-in-law	 女婿		1056	SON-IN-LAW
178	song	 歌		1096	SONG
179	sore	 毒包、瘡		3708	FEELING SORE
180	sorghum	 高粱		347	SORGHUM
181	sound	 聲音		2879	SOUND (OF INSTRUMENT OR VOICE)
182	sour	 酸		1906	SOUR
183	soy bean	 豆		2027	SOYA
184	sparrow	 喜鵲		1854	SPARROW
185	spider	 蜘蛛		843	SPIDER
186	stone, bone	 石頭、骨頭		857	STONE
187	straight	 直		1404	STRAIGHT
188	sun	 太陽		1343	SUN
189	swollen	 腫		1573	SWELL
190	tael	 兩			
191	ten	 十		1515	TEN
192	thick	 厚		1244	THICK
193	thick (liquid)	 濃		1244	THICK
194	thin (<> thick)	 薄			
195	thorn	 刺兒		124	THORN
196	thread	 綫		1161	THREAD
197	three	 三		492	THREE
198	thunder, to sound	 雷、響			
199	tiger	 老虎		846	TIGER
200	to answer	 答應		1275	ANSWER
201	to arrive	 到		1387	ARRIVE
202	to ask, to tell	 問、告訴		1309	ASK (INQUIRE)
203	to be able to	 會		972	BE ABLE
204	to be willing to	 肯			
205	to become	 變成		1990	BECOME
206	to beg	 乞討		3534	BEG
207	to belong to a Chinese zodiac	 屬（豬）			
208	to bite	 咬、吃		1403	BITE
209	to blink	 眨		1655	BLINK
210	to block	 堵塞		2762	BLOCK (THE WAY)
211	to blow	 吹		175	BLOW (OF WIND)
212	to boil	 煮		2492	BOIL (SOMETHING)
213	to break (from the middle)	 斷		3020	BREAK (BREAKING)
214	to broke in the middle	 破、斷			
215	to burn	 燃燒		2102	BURN
216	to burn	 燒		2102	BURN
217	to carry	 搬		700	CARRY
218	to carry on the back	 背 v.		465	CARRY ON BACK
219	to chisel	 鑿		1979	CHISEL
220	to chop	 剁		155	CHOP
221	to comb	 梳		2070	COMB (VERB)
222	to compel	 逼			
223	to connect	 連接		2862	CONNECT
224	to contain	 裝		697	CONTAIN
225	to cough	 咳嗽		879	COUGH
226	to cover up	 蓋上		1719	BURY
227	to crawl	 爬、上		96	CRAWL
228	to crow	 啼		2074	CROW (VERB)
229	to cry	 哭		1839	CRY
230	to cut with a saw	 鋸			
231	to cut with knife	 割			
232	to die	 死		1494	DIE
233	to do	 做		813	DO
234	to dream	 夢		1920	DREAM (SOMETHING)
235	to drip	 撒、滴		808	DRIP (FALL IN GLOBULES)
236	to drive away	 趕		30	DISPEL
237	to eat	 吃		1336	EAT
238	to escape	 逃		1615	ESCAPE
239	to exchange	 交換		2509	EXCHANGE
240	to exit	 出		1107	GO OUT
241	to expose under sun	 曬			
242	to fear	 怕		1419	FEAR (BE AFRAID)
243	to feed	 餵		739	FEED
244	to feed	 飼養		739	FEED
245	to flip over	 翻過來			
246	to float	 浮		1574	FLOAT
247	to fly	 飛		1441	FLY (MOVE THROUGH AIR)
248	to forget	 忘記		1523	FORGET
249	to fry	 油炸		2162	STIR FRY
250	to get	 得到		694	GET
251	to give, to feed	 給、送、餵		1447	GIVE
252	to go pass	 過 v.			
253	to grip	 握		1448	HOLD
254	to grow	 生長		479	GROW
255	to grow fruit	 結（果子）			
256	to grow up	 長大		552	GROW UP
257	to hang	 掛		2884	HANG
258	to hear	 聽見		1408	HEAR
259	to hold a crutch	 拄			
260	to infect	 傳染			
261	to itch	 癢		3856	ITCH OR ITCHY OR ITCHING
262	to laugh	 笑		1355	LAUGH
263	to lay (egg)	 下（蛋）		2071	LAY (VERB)
264	to learn	 學		504	LEARN
265	to lend	 借出		582	LEND
266	to lend out	 借出			
267	to lick	 舔		319	LICK
268	to lie down, to lower one's head	 低頭、躺		215	LIE DOWN
269	to lie on one's belly	 趴著、孵 ༴ 'to lie down'			
270	to light up	 點燃		737	LIGHT (IGNITE)
271	to love	 愛		923	LOVE
272	to marry (receive)	 娶、取		2164	MARRY (AS MAN)
273	to measure	 量		1506	MEASURE
274	to need, to owe	 需要、欠		2339	NEED (SOMETHING)
275	to offer (to god)	 敬			
276	to open	 打開		1156	OPEN
277	to paste	 貼			
278	to permeate	 滲入			
279	to pestle	 碓		225	PESTLE
280	to pick (flower)	 摘		2148	PICK
281	to pick up	 撿		371	PICK UP
282	to plant, to stick in	 插、栽		1486	PLANT (SOMETHING)
283	to pound	 舂		354	POUND
284	to press	 壓		1913	PRESS
285	to puke	 嘔吐		1278	VOMIT
286	to pull	 拔		1455	PULL
287	to rain	 下（雨）		1253	RAIN (RAINING)
288	to release	 放		1095	LET GO OR SET FREE
289	to rest	 休息		168	REST
290	to rise (water)	 漲			
291	to roast	 烤		1962	ROAST (SOMETHING)
292	to roll	 滾		827	ROLL
293	to scrape	 刮		1767	SCRAPE
294	to see	 看見		1409	SEE
295	to send away	 送（走）			
296	to sew	 縫		1457	SEW
297	to sit	 坐		1649	SIT DOWN
298	to snow	 下（雪）		2234	FALL (OF SNOW AND RAIN)
299	to soak	 浸泡		2069	SOAK (VERB)
300	to split	 劈		3151	CUT (WITH AXE)
301	to spread out	 鋪開		38	SPREAD OUT
302	to squat	 蹲		296	CROUCH
303	to stand	 站		1442	STAND
304	to steal	 偷		713	STEAL
305	to steam	 蒸		2067	STEAM (VERB)
306	to step on	 踩		575	TREAD
307	to stink	 臭		42	STINKING
308	to store up	 收藏		3655	STORE UP
309	to swallow	 吞		897	SWALLOW
310	to sweep	 掃		230	SWEEP
311	to swing	 甩		2871	SWING (MOVEMENT)
312	to think	 想		2271	THINK
313	to throw	 扔		1456	THROW
314	to tie together	 捆			
315	to tie up	 綁		1917	TIE
316	to touch	 摸		1892	TOUCH
317	to understand, to know	 知道		1536	UNDERSTAND
318	to wait	 等待		1590	WAIT (FOR)
319	to walk	 走		1443	WALK
320	to wash	 洗		1453	WASH
321	to wash	 淘洗		1453	WASH
322	to water (a plant)	 澆		1487	POUR
323	to wear	 穿		976	WEAR
324	to weave	 織		133	WEAVE
325	to wipe	 擦		1454	WIPE
326	to wrap	 包		1113	WRAP
327	to write	 寫		1672	WRITE
328	tongue	 舌頭		1205	TONGUE
329	tooth	 牙		1380	TOOTH
330	Tujia	 土家			
331	two	 二		1498	TWO
332	two (days) later	 後天		1179	DAY AFTER TOMORROW
333	urine	 尿		1142	URINE
334	vegetable	 蔬菜		924	VEGETABLES
335	village	 村莊		930	VILLAGE
336	water	 水		948	WATER
337	we	 咱們		1131	WE (INCLUSIVE)
338	what	 什麼		1236	WHAT
339	white	 白		1335	WHITE
340	who	 誰		1235	WHO
341	wild cat	 野貓		2241	WILD CAT
342	wind	 風		960	WIND
343	wine	 酒		1524	WINE
344	wok	 鍋		2056	WOK
345	written word	 字			
346	y'all	 你們			
347	year	 年		1226	YEAR
348	yesterday	 昨天		1174	YESTERDAY
349	you	 你		1215	THOU
350	younger brother	 弟弟		1760	YOUNGER BROTHER
